SampleNum,GNIS_NAME,Month,Year,Gear,Database,Party,HUC6,STATE,OBSPRED_ID,FTYPE,WATERBODY,TAILWATER,ELEV,CANOPY,SLOPE,PRECIP,CUMDRAINAG,Y_COORD,NLCD11PC,GLACIER,BFI,Air_Aug,Flow_Aug,COMID,S1_93_11,S30_2040D,S32_2080D,RepeatID,TIME,HUC2,HUC4,Yrange,LATITUDE,LONGITUDE,F_MAUG_HIS,F_BFI_HIST,FireYear,DSbarrier,FRAG_NUM,Length_km,EB,LL,GR,ONC,TGT,SPK,WCT,CIS,LWF,RB,KOK,MWF,LT,LMB,SMB,BG,PUMP,GSUN,BLCR,WHCR,WBS,RKB,NRBDC,BMSH,CMSH,LSCH,RDSH,RTCH,LKCH,HHCH,GILA,SMMN,WSMN,BRMN,PLMN,WS_PLMN,STCH,FSDC,SFCH,NPDC,STR,GSH,EMSH,SPSH,SDSH,FHMN,FHCH,SPDC,LNDC,RSSH,CRCH,GDF,CARP,BLBH,YLBH,CCAT,SCAT,LING,DRUM,PKF,PTMN,GE,PF,IOWA,JDT,ODT,YP,SGR,WE,NP,RMCOT,COLCOT,BRSB,PSTRG,SSTRG,RCSU,LNSU,WSU,MTSU,PLSU,BSU,SMBUF,BMBUF,BHSU,BHxWSU,FMSU,FMxBHSU,FMxWSU,QBK,SHRH,GAM,GZS,HYBOG,RMCT,numSp,PU
21614,Little Porcupine Creek,9,2001,Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | 0,"Montana Fish, Wildlife & Parks | MT Natural Heritage Program","Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert G.",100600,Montana,225232,StreamRiver,0,0,675.61,0,0.0024317,317.058,686.133,2028249,0.121,-9999,16,20.68,29.05,12461680,19.4,20.59,21.84,409,EARLY,10,1006,15,48.143867,-106.04969,16.81753105,0.21629115,0,0,46,99.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,UPMO
4234,Wolf Creek,7,2000,Seine | Seine | Seine | Seine | Seine,"Montana Fish, Wildlife & Parks","Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert",100600,Montana,225444,StreamRiver,0,0,632.72,0,0.00239443,323.107,650.8449,2029614,0.02,-9999,19,20.68,29.05,12463086,21,22.24,23.54,408,EARLY,10,1006,16,48.131986,-105.716021,12.84779787,0.23005689,0,0,47,36.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,UPMO
4207,Wolf Creek,8,2015,Unknown,"Montana Fish, Wildlife & Parks",Allison Stringer,100600,Montana,225444,StreamRiver,0,0,632.72,0,0.00239443,323.107,650.8449,2029614,0.02,-9999,19,20.68,29.05,12463086,21,22.24,23.54,408,LATE,10,1006,16,48.130746,-105.715882,12.84779787,0.23005689,0,0,47,36.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,UPMO
31938,Plentywood Creek,6,2016,Unknown | Unknown,"Montana Fish, Wildlife & Parks",Allison Stringer | Allison Stringer,100600,Montana,250134,StreamRiver,0,0,657.33,0,0.00288847,342.91,161.2665,2115040,0.055,-9999,23,20.68,29.05,3096269,21,22.23,23.53,407,LATE,10,1006,10,48.833028,-104.71755,4.16872884,0.19648066,0,0,54,40.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,UPMO
31936,Plentywood Creek,9,2007,0,MT Natural Heritage Program,"Stagliano, David",100600,Montana,250134,StreamRiver,0,0,657.33,0,0.00288847,342.91,161.2665,2115040,0.055,-9999,23,20.68,29.05,3096269,21,22.23,23.53,407,EARLY,10,1006,10,48.834389,-104.713006,4.16872884,0.19648066,0,0,54,40.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,UPMO
649,Smoke Creek,7,2000,Seine | Seine,"Montana Fish, Wildlife & Parks","Bramblett, Robert | Bramblett, Robert",100600,Montana,235993,StreamRiver,0,0,599.05,0,0.00193052,341.621,713.0421,2062599,0.06,-9999,24,20.68,29.05,3102299,21.8,23.06,24.38,406,EARLY,10,1006,16,48.360543,-104.754321,17.05963544,0.19719165,0,0,55,59.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,UPMO
647,Smoke Creek,8,2015,Unknown,"Montana Fish, Wildlife & Parks",Allison Stringer,100600,Montana,235993,StreamRiver,0,0,599.05,0,0.00193052,341.621,713.0421,2062599,0.06,-9999,24,20.68,29.05,3102299,21.8,23.06,24.38,406,LATE,10,1006,16,48.361307,-104.753673,17.05963544,0.19719165,0,0,55,59.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,UPMO
388,Smith Creek,6,2006,Seine | Seine | Seine,Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species data,| |,101000,Montana,201631,StreamRiver,0,0,597.95,0,0.00144748,353.612,582.7023,1962649,0.07,-9999,22,20.68,29.05,21874777,21.69,22.95,24.26,405,EARLY,10,1010,11,47.421488,-104.310085,10.59114534,0.17480988,0,0,67,68.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,YELL
385,Smith Creek,6,2016,Unknown | Unknown,"Montana Fish, Wildlife & Parks",Allison Stringer | Allison Stringer,101000,Montana,201633,StreamRiver,0,0,595.08,0,0.00144748,353.612,582.7023,1963593,0.07,-9999,22,20.68,29.05,21874777,21.71,22.97,24.29,405,LATE,10,1010,11,47.427829,-104.31228,10.59114534,0.17480988,0,0,67,68.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,YELL
634,Snake Creek,9,2016,Unknown | Unknown | Unknown,"Montana Fish, Wildlife & Parks",Allison Stringer | Allison Stringer | Allison Stringer,100500,Montana,228016,StreamRiver,0,0,867.61,0,0.00454236,366.68,183.0105,2040291,0.095,-9999,39,20.68,29.05,12325709,17.06,18.19,19.36,404,LATE,10,1005,31,48.419246,-109.181483,4.9501121,0.1575304,0,0,22,79.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,UPMO
636,Snake Creek,9,1986,| | |,Global Biodiversity Information Facility KUBI Ichthyology Collection | Global Biodiversity Information Facility KUBI Ichthyology Collection | Global Biodiversity Information Facility KUBI Ichthyology Collection | Global Biodiversity Information Facility,"Wannamaker, D | Wannamaker, D | Wannamaker, D | Wannamaker, D",100500,Montana,227871,StreamRiver,0,0,892.24,0,0.0051365,367.045,152.109,2038062,0.095,-9999,37,20.68,29.05,12325763,16.82,17.93,19.1,404,EARLY,10,1005,31,48.40163,-109.204242,4.1709381,0.15209016,0,0,22,79.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,UPMO
12583,Bullhook Creek,0,2006,S,Kirk 2020,MFWP Data,100500,Montana,230566,StreamRiver,0,0,812.48,0.3571429,0.00811334,331.657,110.5029,2047581,0.021,-9999,41,20.68,29.05,12323163,17.66,18.8,20,403,EARLY,10,1005,11,48.502709,-109.634747,3.32634899,0.15594097,0,1,17,30.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,UPMO
12582,Bullhook Creek,7,2016,Unknown | Unknown | Unknown,"Montana Fish, Wildlife & Parks",Allison Stringer | Allison Stringer | Allison Stringer,100500,Montana,230568,StreamRiver,0,0,793.13,0.6829268,0.00811334,331.657,110.5029,2048728,0.021,-9999,40,20.68,29.05,12323163,17.82,18.97,20.17,403,LATE,10,1005,11,48.511156,-109.64824,3.32634899,0.15594097,0,1,17,30.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,UPMO
18743,Fords Creek,9,2002,Seine | Seine | Seine,"Montana Fish, Wildlife & Parks","Bramblett, Robert | Bramblett, Robert | Bramblett, Robert",100402,Montana,176577,StreamRiver,0,0,1001.92,0,0.00394565,363.029,229.9572,1899472,0.052,-9999,53,20.68,29.05,12730095,19.31,20.5,21.74,402,EARLY,10,1004,15,47.129421,-108.785603,4.16730614,0.74802111,0,0,30,46.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,UPMO
18744,Fords Creek,7,2016,Unknown | Unknown,"Montana Fish, Wildlife & Parks",Allison Stringer | Allison Stringer,100402,Montana,176161,StreamRiver,0,0,1005.64,0,0.00310209,369.93,222.2874,1899145,0.049,-9999,53,20.68,29.05,12730129,19.33,20.52,21.77,402,LATE,10,1004,15,47.128139,-108.787825,4.10644239,0.74863534,0,0,30,46.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,UPMO
23062,McDonald Creek,7,2016,Unknown,"Montana Fish, Wildlife & Parks",Allison Stringer,100402,Montana,172548,StreamRiver,0,0,970.03,0,0.00200655,363.003,944.226,1889259,0.014,-9999,51,20.68,29.05,12730389,20.31,21.53,22.81,401,LATE,10,1004,14,47.031641,-108.597631,12.19237738,0.70666819,0,0,32,114.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,UPMO
23060,McDonald Creek,8,2003,Seine | Seine | Seine | Seine | Seine,"Montana Fish, Wildlife & Parks","Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa",100402,Montana,172548,StreamRiver,0,0,970.03,0,0.00200655,363.003,944.226,1889259,0.014,-9999,51,20.68,29.05,12730389,20.31,21.53,22.81,401,EARLY,10,1004,14,47.030959,-108.593095,12.19237738,0.70666819,0,0,32,114.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,UPMO
15850,Currant Creek,8,2003,Seine | Seine | Seine | Seine | 0,"Montana Fish, Wildlife & Parks | MT Natural Heritage Program","Nixdorf, Dale | Nixdorf, Dale | Nixdorf, Dale | Nixdorf, Dale | FWP Personnel",100402,Montana,111019,StreamRiver,0,0,1222.61,0,0.00605,336.5135,132.56,1827056,0.011,-9999,58,15.96,3.19,12619622,17.58,18.39,19.05,400,EARLY,10,1004,13,46.491062,-109.145422,2.01427454,0.66947319,0,1,65,24.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,UPMO
15846,Currant Creek,8,2015,Unknown,"Montana Fish, Wildlife & Parks",Allison Stringer,100402,Montana,111019,StreamRiver,0,0,1222.61,0,0.00605,336.5135,132.56,1827056,0.011,-9999,58,15.96,3.19,12619622,17.58,18.39,19.05,400,LATE,10,1004,13,46.491031,-109.145476,2.01427454,0.66947319,0,1,65,24.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,UPMO
10070,Big Coulee,10,2006,0 | Beach Seine,"Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Tabor, Stearns",100301,Montana,136630,StreamRiver,0,0,1085.93,0.39,0.00292,313.93,169.08,1932841,0.662,-9999,68,15.96,3.19,12397558,18.35,19.18,19.84,399,EARLY,10,1003,11,47.529892,-111.922596,0.99944506,0.75428699,0,0,6,35.579,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,UPMO
10071,Big Coulee,6,2016,Unknown | Unknown | Unknown,"Montana Fish, Wildlife & Parks",Allison Stringer | Allison Stringer | Allison Stringer,100301,Montana,136630,StreamRiver,0,0,1085.93,0.39,0.00292,313.93,169.08,1932841,0.662,-9999,68,15.96,3.19,12397558,18.35,19.18,19.84,399,LATE,10,1003,11,47.529892,-111.922591,0.99944506,0.75428699,0,0,6,35.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,UPMO
21163,Little Casino Creek,5,2000,Backpack shocking | Backpack shocking | Backpack shocking | Backpack shocking | Backpack shocking | Backpack shocking | Backpack shocking | Backpack shocking | Backpack shocking | Backpack Electrofisher | Backpack Electrofisher,"Montana Fish, Wildlife & Parks | Montana Fish, Wildlife & Parks | Montana Fish, Wildlife & Parks","Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | |",100401,Montana,124798,StreamRiver,0,0,1219.23,26.8,0.01348,495.0276,10.99,1887887,0,-9999,63,15.96,3.19,12378091,14.19,14.95,15.56,398,EARLY,10,1004,17,47.055362,-109.434084,0.35304247,0.69724727,0,0,26,7.279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,UPMO
29904,,8,2016,Unknown | Unknown | Unknown | Unknown,"Montana Fish, Wildlife & Parks",Allison Stringer | Allison Stringer | Allison Stringer | Allison Stringer,100401,Montana,124799,Connector,0,0,1205.43,13.48,0.0114,478.4494,11.74,1888517.21,0,-9999,63,15.96,3.19,0,16.5,17.3,17.94,398,LATE,10,1004,17,47.058988,-109.42565,0.37595667,0.69743125,0,0,26,7.279,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,UPMO
7251,Beaver Creek,8,2016,Unknown,"Montana Fish, Wildlife & Parks",Allison Stringer,100401,Montana,123250,StreamRiver,0,0,1293.48,5.17,0.01949,533.2013,76.25,1877014,0.008,-9999,66,15.96,3.19,12380063,15.34,16.12,16.74,397,LATE,10,1004,18,46.960905,-109.550593,3.68502653,0.49626918,0,0,25,34.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,UPMO
7114,Beaver Creek,7,1999,Backpack Electrofisher | Backpack Electrofisher | Backpack Electrofisher | Backpack Electrofisher | Backpack Electrofisher | Backpack Electrofisher,"Montana Fish, Wildlife & Parks",| | | | |,100401,Montana,122590,StreamRiver,0,0,1302.57,9.53,0.01242,542.0502,42.54,1876444,0.015,-9999,66,15.96,3.19,12380131,15.13,15.9,16.52,397,EARLY,10,1004,18,46.952859,-109.540792,3.0708921,0.50222371,0,0,25,34.644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,UPMO
11026,Careless Creek,8,2016,Unknown | Unknown | Unknown,"Montana Fish, Wildlife & Parks",Allison Stringer | Allison Stringer | Allison Stringer,100402,Montana,106908,StreamRiver,0,0,1107.27,40.69,0.00135,322.4398,1654.84,1810127,0.024,-9999,62,15.96,3.19,12620058,17.32,18.13,18.78,396,LATE,10,1004,16,46.343111,-109.218953,29.27663023,0.61297184,0,0,108,89.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,UPMO
11023,Careless Creek,9,2001,Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine,"Montana Fish, Wildlife & Parks","Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert",100402,Montana,107244,StreamRiver,0,0,1114.86,5.9,0.0019,321.4651,1511.65,1811310,0.019,-9999,62,15.96,3.19,12620846,18.02,18.85,19.51,396,EARLY,10,1004,16,46.356413,-109.242597,28.6215954,0.60912211,0,0,108,89.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,UPMO
30997,,7,2016,Unknown,"Montana Fish, Wildlife & Parks",Allison Stringer,100302,Montana,147967,StreamRiver,0,0,1091.76,0,0.00367,300.4726,36.51,2026450.36,0.059,-9999,65,15.96,3.19,12641435,16.78,17.59,18.23,395,LATE,10,1003,11,48.374179,-112.142362,0.62937782,0.14646859,0,0,1,43.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,UPMO
30406,,6,2006,Beach Seine | Beach Seine | Beach Seine,"Montana Fish, Wildlife & Parks","Tabor, Bateman | Tabor, Bateman | Tabor, Bateman",100302,Montana,147967,StreamRiver,0,0,1091.76,0,0.00367,300.4726,36.51,2026450.36,0.059,-9999,65,15.96,3.19,12641435,16.78,17.59,18.23,395,EARLY,10,1003,11,48.374179,-112.142362,0.62937782,0.14646859,0,0,1,43.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,UPMO
0,Beaver Creek - Wibeaux,8,2024,0,0,0,0,Montana,176156,StreamRiver,0,0,847.9500122,0.146341463,0.00080289,378.435,614.2284,1899533.213,0.181,-9999,17,20.68,29.05,13467494,21.45,22.7,24.01,393,LATE,0,0,48,46.838544,-104.188238,12.13807993,0.1946492,0,0,113,304.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,LTMO
40499,Beaver Creek,0,1977,Seine,Elser et al. 1978,"Clancey, Morris",0,Montana,176156,StreamRiver,0,0,847.9500122,0.146341463,0.00080289,378.435,614.2284,1899533.213,0.181,-9999,17,20.68,29.05,13467494,21.45,22.7,24.01,393,EARLY,0,0,48,46.838555,-104.188202,12.13807993,0.1946492,0,0,113,304.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,LTMO
0,Gap Creek,6,2024,0,0,0,140401,Wyoming,223975,StreamRiver,0,0,2163.11,1.93,0.00728387,310.33,98.13,1240663.09,0.005503,-9999,56,17.78,1.35,3388945,16.47,17.51,18.3,392,LATE,14,1404,32,41.203488,-109.052575,1.65999605,0.60411637,0,0,225,27.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GREEN
40441,Gap Creek,7,1993,Backpack electrofishing unit | Backpack electrofishing unit,Wyoming Game & Fish Dept,B & FM44 | B & FM44,140401,Wyoming,223975,StreamRiver,0,0,2163.11,1.93,0.00728387,310.33,98.13,1240663.09,0.005503,-9999,56,17.78,1.35,3388945,16.47,17.51,18.3,392,EARLY,14,1404,32,41.203487,-109.052575,1.65999605,0.60411637,0,0,225,27.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,GREEN
